LEAID,district_name,total_students,num_chronically_absent_students,chronic_absentee_ratio,STATE_NAME,Am_Indian_Female,Am_Indian_Male,Am_Indian_Total,Asian_Female,Asian_Male,Asian_Total,Black_Female,Black_Male,Black_Total,Sec504_Female,Sec504_Male,Sec504_Total,Econ_Disadv_Female,Econ_Disadv_Male,Econ_Disadv_Total,Hispanic_Female,Hispanic_Male,Hispanic_Total,Homeless_Female,Homeless_Male,Homeless_Total,Eng_Learner_Female,Eng_Learner_Male,Eng_Learner_Total,Multiracial_Female,Multiracial_Male,Multiracial_Total,PI7_F,PI7_M,PI7_T,Disabilities_Female,Disabilities_Male,Disabilities_Total,White_Female,White_Male,White_Total,student_poverty_ratio,total_federal_revenue,total_state_revenue,total_local_revenue,total_expenditures,total_salaries,total_employee_benefits
100930,Covington County,2873,507,0.17600000000000002,AL,1.0,1.0,2.0,2.0,0.0,2.0,25.0,15.0,40.0,0.0,0.0,0.0,221.0,207.0,428.0,8.0,7.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0,10.0,24.0,1.0,0.0,1.0,49.0,84.0,133.0,206.0,217.0,423.0,0.16345885634588564,7565000,23750000,11222000,39101000,12814000,7626000
100960,Crenshaw County,2154,572,0.266,AL,0.0,0.0,0.0,0.0,2.0,2.0,96.0,88.0,184.0,0.0,3.0,3.0,256.0,239.0,495.0,7.0,11.0,18.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,7.0,21.0,1.0,0.0,1.0,54.0,85.0,139.0,172.0,174.0,346.0,0.2623022847100176,6283000,18150000,5990000,27929000,9585000,5452000
100990,Cullman City,3211,370,0.115,AL,1.0,0.0,1.0,1.0,0.0,1.0,6.0,3.0,9.0,5.0,6.0,11.0,123.0,126.0,249.0,13.0,18.0,31.0,2.0,2.0,4.0,2.0,6.0,8.0,5.0,5.0,10.0,0.0,0.0,0.0,35.0,58.0,93.0,157.0,161.0,318.0,0.15072171869754952,6662000,23871000,17938000,52147000,15005000,7530000
200001,Lower Kuskokwim School District,3811,2491,0.654,AK,1166.0,1280.0,2446.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,8.0,11.0,979.0,1069.0,2048.0,2.0,5.0,7.0,11.0,16.0,27.0,806.0,923.0,1729.0,4.0,3.0,7.0,0.0,0.0,0.0,104.0,247.0,351.0,12.0,15.0,27.0,0.3183868400106129,49778000,90652000,2737000,200651000,31166000,27525000
200003,Lower Yukon School District,1929,1333,0.691,AK,589.0,715.0,1304.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,456.0,539.0,995.0,0.0,0.0,0.0,8.0,6.0,14.0,147.0,198.0,345.0,10.0,14.0,24.0,0.0,0.0,0.0,47.0,137.0,184.0,0.0,2.0,2.0,0.33696780893042577,33303000,37547000,1363000,83259000,17136000,18295000
200004,Yupiit School District,471,448,0.951,AK,221.0,224.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,209.0,412.0,0.0,0.0,0.0,6.0,5.0,11.0,137.0,129.0,266.0,1.0,2.0,3.0,0.0,0.0,0.0,22.0,30.0,52.0,0.0,0.0,0.0,0.4652777777777778,9194000,7531000,229000,18499000,4209000,3330000
200005,Kashunamiut School District,309,240,0.777,AK,111.0,125.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,47.0,3.0,1.0,4.0,0.0,0.0,0.0,9.0,24.0,33.0,0.0,0.0,0.0,0.4470588235294118,5893000,4595000,645000,12092000,2496000,2319000
200007,Aleutians East Borough School District,197,107,0.5429999999999999,AK,44.0,47.0,91.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,15.0,20.0,3.0,7.0,10.0,0.19148936170212766,2811000,6517000,1484000,12623000,2463000,2727000
200010,Aleutian Region School District,16,4,0.25,AK,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.1111111111111111,123000,1561000,41000,2391000,374000,363000
200020,Bering Strait School District,1674,1179,0.7040000000000001,AK,556.0,602.0,1158.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,6.0,12.0,231.0,243.0,474.0,1.0,1.0,2.0,1.0,6.0,7.0,144.0,155.0,299.0,1.0,1.0,2.0,0.0,0.0,0.0,57.0,109.0,166.0,6.0,6.0,12.0,0.23414344991108477,29715000,37122000,4247000,85256000,24933000,16220000
200030,Bristol Bay Borough School District,103,52,0.505,AK,18.0,19.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,18.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,3.0,6.0,9.0,0.18253968253968253,1279000,1725000,2114000,6729000,1146000,1020000
200050,Alaska Gateway School District,368,196,0.5329999999999999,AK,76.0,80.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,86.0,98.0,184.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,18.0,40.0,2.0,3.0,5.0,0.0,0.0,0.0,6.0,28.0,34.0,14.0,21.0,35.0,0.1789709172259508,4546000,10735000,409000,16910000,4279000,3765000
200060,Cordova City School District,338,165,0.488,AK,28.0,34.0,62.0,15.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,59.0,102.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,6.0,15.0,3.0,4.0,7.0,0.0,0.0,0.0,15.0,25.0,40.0,30.0,40.0,70.0,0.09158415841584158,1045000,5423000,1856000,7827000,2238000,2281000
200070,Copper River School District,397,151,0.38,AK,46.0,50.0,96.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,2.0,51.0,60.0,111.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,8.0,0.0,0.0,0.0,13.0,16.0,29.0,13.0,22.0,35.0,0.17755102040816326,1989000,7800000,120000,9927000,2283000,2555000
200090,Craig City School District,665,128,0.192,AK,10.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,35.0,37.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,24.0,43.0,2.0,0.0,2.0,11.0,11.0,22.0,34.0,23.0,57.0,0.11046511627906977,2297000,6310000,721000,9833000,2526000,2531000
200100,Delta/Greely School District,914,341,0.373,AK,5.0,5.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,71.0,69.0,140.0,17.0,7.0,24.0,15.0,14.0,29.0,41.0,42.0,83.0,13.0,15.0,28.0,1.0,4.0,5.0,25.0,30.0,55.0,134.0,138.0,272.0,0.11386696730552424,2351000,12572000,207000,15039000,4579000,3575000
200120,Dillingham City School District,410,280,0.6829999999999999,AK,84.0,85.0,169.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,9.0,108.0,94.0,202.0,1.0,0.0,1.0,5.0,3.0,8.0,0.0,0.0,0.0,48.0,35.0,83.0,0.0,0.0,0.0,21.0,37.0,58.0,15.0,11.0,26.0,0.17857142857142858,4517000,8026000,2094000,15358000,3568000,3064000
200130,Galena City School District,6894,26,0.004,AK,15.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.19827586206896552,2837000,46068000,1588000,45868000,6355000,7328000
200150,Ketchikan Gateway Borough School District,2033,1107,0.545,AK,227.0,182.0,409.0,46.0,40.0,86.0,3.0,4.0,7.0,20.0,15.0,35.0,16.0,15.0,31.0,13.0,9.0,22.0,7.0,7.0,14.0,26.0,21.0,47.0,24.0,35.0,59.0,4.0,7.0,11.0,94.0,148.0,242.0,243.0,270.0,513.0,0.0992874109263658,7894000,32667000,11132000,50991000,17682000,14973000
200180,Anchorage School District,43289,18920,0.43700000000000006,AK,1397.0,1482.0,2879.0,691.0,750.0,1441.0,395.0,434.0,829.0,367.0,285.0,652.0,6264.0,6514.0,12778.0,1108.0,1187.0,2295.0,728.0,711.0,1439.0,1867.0,1994.0,3861.0,1671.0,1696.0,3367.0,1181.0,1195.0,2376.0,1351.0,2359.0,3710.0,2881.0,2852.0,5733.0,0.08686642965972576,146054000,435724000,223770000,805025000,255941000,241394000
200210,Juneau Borough School District,4165,1855,0.445,AK,174.0,157.0,331.0,42.0,39.0,81.0,3.0,7.0,10.0,38.0,49.0,87.0,358.0,360.0,718.0,93.0,99.0,192.0,45.0,32.0,77.0,55.0,52.0,107.0,238.0,235.0,473.0,36.0,45.0,81.0,209.0,309.0,518.0,342.0,345.0,687.0,0.07279851515776449,11667000,49581000,33687000,95352000,29282000,26482000
200240,Sitka School District,1109,483,0.436,AK,60.0,75.0,135.0,8.0,25.0,33.0,1.0,2.0,3.0,6.0,10.0,16.0,90.0,113.0,203.0,26.0,14.0,40.0,0.0,0.0,0.0,11.0,23.0,34.0,24.0,37.0,61.0,2.0,5.0,7.0,33.0,65.0,98.0,93.0,111.0,204.0,0.08096828046744574,3844000,14882000,9748000,28880000,9505000,7322000
200270,Haines Borough School District,260,97,0.373,AK,12.0,10.0,22.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,25.0,28.0,53.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,11.0,16.0,32.0,35.0,67.0,0.13654618473895583,1025000,4350000,1917000,6965000,1986000,2046000
200300,Hoonah City School District,110,76,0.691,AK,36.0,30.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,12.0,21.0,6.0,3.0,9.0,0.22950819672131148,962000,2693000,503000,4098000,1154000,949000
200330,Hydaburg City School District,115,27,0.235,AK,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,5.0,8.0,1.0,5.0,6.0,0.0,0.0,0.0,0.24242424242424243,2231000,2151000,244000,5278000,1125000,845000
200360,Kake City School District,102,34,0.33299999999999996,AK,15.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,17.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.2767857142857143,1451000,2537000,355000,4361000,1004000,1060000
200390,Kenai Peninsula Borough School District,8369,4065,0.486,AK,226.0,191.0,417.0,22.0,15.0,37.0,3.0,7.0,10.0,44.0,35.0,79.0,883.0,918.0,1801.0,115.0,100.0,215.0,88.0,78.0,166.0,112.0,128.0,240.0,317.0,366.0,683.0,3.0,6.0,9.0,408.0,660.0,1068.0,1313.0,1381.0,2694.0,0.11082601401361887,28184000,95196000,51137000,172337000,57911000,50129000
200450,Klawock City School District,122,70,0.574,AK,19.0,28.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,28.0,53.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,6.0,10.0,16.0,7.0,6.0,13.0,0.13008130081300814,1901000,2265000,330000,4456000,1432000,1197000
200480,Kodiak Island Borough School District,2151,779,0.36200000000000004,AK,103.0,114.0,217.0,72.0,85.0,157.0,5.0,2.0,7.0,21.0,19.0,40.0,232.0,251.0,483.0,20.0,23.0,43.0,10.0,9.0,19.0,92.0,104.0,196.0,23.0,21.0,44.0,14.0,8.0,22.0,48.0,84.0,132.0,136.0,153.0,289.0,0.07874374146563495,9535000,39662000,11152000,58287000,16566000,14084000
200485,Lake and Peninsula Borough School District,295,150,0.508,AK,62.0,58.0,120.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,35.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,15.0,0.0,0.0,0.0,12.0,15.0,27.0,6.0,7.0,13.0,0.2517985611510791,3871000,11255000,3140000,21452000,4070000,5119000
200510,Matanuska-Susitna Borough School District,19211,7867,0.41,AK,423.0,453.0,876.0,29.0,39.0,68.0,22.0,25.0,47.0,125.0,119.0,244.0,1789.0,1993.0,3782.0,310.0,315.0,625.0,179.0,198.0,377.0,157.0,201.0,358.0,626.0,693.0,1319.0,39.0,40.0,79.0,548.0,1017.0,1565.0,2321.0,2532.0,4853.0,0.08485925116151954,53359000,227274000,81999000,362297000,99235000,90716000
200520,Iditarod Area School District,305,119,0.39,AK,56.0,44.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,51.0,103.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,1.0,0.0,1.0,14.0,25.0,39.0,0.0,6.0,6.0,0.3,2485000,6088000,365000,10041000,2216000,1719000
200525,Annette Island School District,294,194,0.66,AK,73.0,115.0,188.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,49.0,67.0,116.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,10.0,40.0,50.0,1.0,0.0,1.0,0.20069204152249134,8082000,4269000,90000,14064000,3506000,3106000
200540,Nenana City School District,1782,105,0.059000000000000004,AK,36.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,31.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,17.0,9.0,9.0,18.0,0.0,0.0,0.0,4.0,7.0,11.0,10.0,17.0,27.0,0.21621621621621623,1416000,13111000,242000,15099000,2746000,3521000
200570,Nome Public Schools,716,451,0.63,AK,135.0,140.0,275.0,3.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,14.0,142.0,124.0,266.0,5.0,2.0,7.0,10.0,3.0,13.0,11.0,15.0,26.0,71.0,64.0,135.0,0.0,0.0,0.0,31.0,52.0,83.0,15.0,16.0,31.0,0.16025641025641027,2719000,10441000,3965000,17952000,4335000,3377000
200600,Fairbanks North Star Borough School District,12554,5137,0.409,AK,365.0,371.0,736.0,29.0,31.0,60.0,71.0,101.0,172.0,76.0,104.0,180.0,1144.0,1261.0,2405.0,266.0,306.0,572.0,181.0,185.0,366.0,101.0,89.0,190.0,474.0,502.0,976.0,50.0,57.0,107.0,551.0,872.0,1423.0,1224.0,1290.0,2514.0,0.07478578629032258,47972000,142094000,53793000,235558000,72947000,70858000
200610,North Slope Borough School District,1865,1635,0.877,AK,662.0,656.0,1318.0,22.0,29.0,51.0,0.0,2.0,2.0,1.0,2.0,3.0,463.0,428.0,891.0,3.0,0.0,3.0,7.0,2.0,9.0,111.0,113.0,224.0,96.0,91.0,187.0,30.0,27.0,57.0,65.0,119.0,184.0,8.0,9.0,17.0,0.11296660117878192,13255000,24321000,44715000,83075000,17405000,19800000
200625,Northwest Arctic Borough School District,1882,1636,0.8690000000000001,AK,711.0,816.0,1527.0,1.0,0.0,1.0,2.0,3.0,5.0,6.0,2.0,8.0,533.0,596.0,1129.0,2.0,1.0,3.0,0.0,0.0,0.0,22.0,21.0,43.0,38.0,47.0,85.0,0.0,2.0,2.0,77.0,135.0,212.0,7.0,6.0,13.0,0.1987518002880461,18045000,69051000,12533000,108004000,16202000,16467000
200630,Pelican City School District,12,9,0.75,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.5,41000,519000,50000,695000,145000,76000
200660,Petersburg Borough School District,430,121,0.281,AK,23.0,20.0,43.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,34.0,35.0,69.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,20.0,32.0,36.0,68.0,0.09124087591240876,1799000,7056000,2464000,11152000,3287000,2779000
200670,Pribilof School District,48,43,0.8959999999999999,AK,15.0,28.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.08928571428571429,981000,1944000,370000,3504000,492000,447000
200680,Saint Mary's School District,189,109,0.5770000000000001,AK,50.0,52.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,53.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,2.0,5.0,7.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,0.0,0.3870967741935484,2080000,4385000,234000,7748000,2076000,1358000
200690,Skagway School District,146,83,0.568,AK,0.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,10.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,1.0,2.0,9.0,11.0,32.0,34.0,66.0,0.0859375,281000,1403000,2263000,3903000,1381000,1059000
200700,Southeast Island School District,151,49,0.325,AK,6.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,1.0,0.0,1.0,5.0,5.0,10.0,15.0,12.0,27.0,0.19895287958115182,2055000,5749000,197000,9241000,1759000,1663000
200710,Southwest Region School District,582,416,0.715,AK,197.0,185.0,382.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,8.0,171.0,167.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,14.0,26.0,0.0,0.0,0.0,19.0,37.0,56.0,4.0,3.0,7.0,0.3526570048309179,9879000,11575000,851000,27024000,5645000,4205000
200715,Tanana City School District,29,19,0.655,AK,8.0,10.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.325,186000,814000,16000,1380000,196000,158000
200720,Unalaska City School District,341,161,0.47200000000000003,AK,10.0,5.0,15.0,28.0,35.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,36.0,17.0,7.0,24.0,0.0,0.0,0.0,25.0,22.0,47.0,16.0,4.0,20.0,9.0,8.0,17.0,4.0,18.0,22.0,14.0,8.0,22.0,0.03862660944206009,763000,4782000,5154000,11093000,2660000,2921000
200730,Chatham School District,140,80,0.5710000000000001,AK,22.0,20.0,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,7.0,11.0,12.0,23.0,35.0,0.291044776119403,2049000,3622000,102000,5971000,1689000,1042000
200760,Kuspuk School District,301,216,0.718,AK,89.0,120.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,102.0,186.0,0.0,0.0,0.0,7.0,2.0,9.0,22.0,41.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,21.0,25.0,2.0,4.0,6.0,0.37383177570093457,7176000,13746000,281000,25772000,3996000,3238000
200770,Denali Borough School District,873,81,0.09300000000000001,AK,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,4.0,18.0,22.0,29.0,42.0,71.0,0.1111111111111111,936000,7687000,2047000,11602000,2690000,2667000
200775,Yukon Flats School District,190,158,0.8320000000000001,AK,85.0,71.0,156.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,31.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,38.0,0.0,0.0,0.0,0.19004524886877827,6869000,5827000,219000,16335000,2371000,1770000
200780,Valdez City School District,612,274,0.44799999999999995,AK,14.0,13.0,27.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,3.0,9.0,59.0,59.0,118.0,8.0,7.0,15.0,1.0,3.0,4.0,0.0,0.0,0.0,35.0,27.0,62.0,2.0,0.0,2.0,19.0,33.0,52.0,70.0,95.0,165.0,0.050746268656716415,2010000,8160000,11023000,20468000,5249000,5404000
200800,Chugach School District,591,37,0.063,AK,2.0,2.0,4.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,28.0,1.0,0.0,1.0,4.0,0.0,4.0,7.0,9.0,16.0,4.0,2.0,6.0,5.0,9.0,14.0,2.0,3.0,5.0,1.0,2.0,3.0,0.13157894736842105,1347000,5403000,617000,8694000,1481000,1651000
200810,Wrangell Public School District,261,166,0.636,AK,43.0,35.0,78.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,33.0,34.0,67.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,9.0,0.0,0.0,0.0,8.0,21.0,29.0,35.0,40.0,75.0,0.14393939393939395,375000,3872000,1433000,5998000,1967000,1512000
200840,Yakutat School District,91,47,0.516,AK,22.0,16.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,1.0,3.0,0.19811320754716982,426000,1478000,556000,2569000,694000,508000
200862,Yukon-Koyukuk School District,2993,154,0.051,AK,65.0,87.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,65.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,36.0,1.0,0.0,1.0,0.20253164556962025,9308000,26982000,2516000,43680000,6625000,7211000
400001,Cave Creek Unified District (4244),4475,1118,0.25,AZ,0.0,3.0,3.0,6.0,8.0,14.0,9.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,107.0,209.0,3.0,5.0,8.0,9.0,19.0,28.0,24.0,21.0,45.0,0.0,1.0,1.0,90.0,158.0,248.0,410.0,422.0,832.0,0.03575466365178067,4984000,13158000,34664000,46018000,14863000,7492000
400003,Chino Valley Unified District (4474),2320,1316,0.5670000000000001,AZ,8.0,5.0,13.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,342.0,359.0,701.0,229.0,210.0,439.0,104.0,123.0,227.0,34.0,35.0,69.0,5.0,12.0,17.0,1.0,1.0,2.0,104.0,178.0,282.0,391.0,449.0,840.0,0.13441898978746894,6143000,11418000,10411000,24076000,7150000,4047000
401003,Morrison Education Group Inc. (1001157),406,176,0.433,AZ,0.0,1.0,1.0,4.0,0.0,4.0,14.0,17.0,31.0,0.0,0.0,0.0,47.0,53.0,100.0,46.0,56.0,102.0,0.0,0.0,0.0,6.0,8.0,14.0,10.0,11.0,21.0,0.0,1.0,1.0,10.0,9.0,19.0,12.0,4.0,16.0,0.13441898978746894,353000,2772000,12000,3180000,961000,65000
400004,Clarkdale-Jerome Elementary District (4486),473,179,0.37799999999999995,AZ,7.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,49.0,44.0,93.0,22.0,25.0,47.0,2.0,5.0,7.0,0.0,0.0,0.0,5.0,5.0,10.0,1.0,1.0,2.0,6.0,11.0,17.0,49.0,58.0,107.0,0.10982658959537572,945000,2178000,1734000,4525000,1759000,946000
401004,Candeo Schools Inc. (1001161),349,86,0.24600000000000002,AZ,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,5.0,36.0,38.0,74.0,0.10982658959537572,0,2693000,194000,2371000,1030000,209000
400005,Salome Consolidated Elementary District (4514),116,53,0.457,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,34.0,15.0,14.0,29.0,0.0,0.0,0.0,7.0,4.0,11.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,5.0,9.0,13.0,7.0,20.0,0.3835616438356164,558000,373000,1510000,2143000,655000,370000
401005,American Charter Schools Foundation dba Ridgeview  (1001346),196,145,0.74,AZ,2.0,1.0,3.0,2.0,0.0,2.0,17.0,6.0,23.0,0.0,0.0,0.0,39.0,19.0,58.0,26.0,25.0,51.0,5.0,3.0,8.0,2.0,1.0,3.0,6.0,2.0,8.0,0.0,0.0,0.0,10.0,10.0,20.0,34.0,24.0,58.0,0.3835616438356164,561000,1306000,25000,2060000,399000,179000
400021,Colorado City Unified District (4370),524,227,0.433,AZ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,34.0,63.0,3.0,2.0,5.0,6.0,6.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,29.0,43.0,102.0,116.0,218.0,0.20465772759350742,3336000,5574000,2616000,11803000,2687000,1398000
400022,Vernon Elementary District (4162),115,76,0.6609999999999999,AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,76.0,6.0,6.0,12.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,19.0,26.0,38.0,64.0,0.38308457711442784,666000,860000,1102000,2464000,671000,369000
400023,Pinon Unified District (4390),1013,711,0.7020000000000001,AZ,339.0,353.0,692.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,14.0,24.0,38.0,42.0,53.0,95.0,5.0,7.0,12.0,0.0,0.0,0.0,34.0,72.0,106.0,0.0,2.0,2.0,0.383008356545961,14872000,8172000,2033000,27708000,6230000,3975000
